market_id,volatility_std,volatility_range,horizon_count_used,n_tidy_rows,mean_abs_error_last_trade,median_abs_error_last_trade,mean_brier_last_trade,median_brier_last_trade,n_isotonic_rows,mean_abs_isotonic_gap,median_abs_isotonic_gap,mean_signed_isotonic_gap,share_positive_isotonic_gap
601697,,,0,27,,,,,,,,,
601700,,,0,27,,,,,,,,,
654415,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
680392,,,0,27,,,,,,,,,
1180303,,,0,27,,,,,,,,,
601699,,,0,27,,,,,,,,,
1484949,0.0008314794192830981,0.0029999999999999996,27,27,0.0023888888888888887,0.0025,6.398148148148148e-06,6.25e-06,27.0,0.001793921690112287,0.0015,0.0016134857172951207,0.8148148148148148
601698,,,0,27,,,,,,,,,
1198423,,,0,27,,,,,,,,,
654413,0.0008164965809277258,0.0029999999999999996,27,27,0.004166666666666667,0.0035,1.8027777777777776e-05,1.225e-05,27.0,0.002105939177857945,0.0016728395061728395,0.0007829497110309439,0.37037037037037035
1162940,0.025279805915109872,0.0875,27,27,0.06907407407407408,0.0625,0.005410296296296289,0.00390625,27.0,0.021182359531159493,0.025108695652173916,0.009711360068229815,0.7407407407407407
540236,,,0,27,,,,,,,,,
540225,,,0,27,,,,,,,,,
916732,,,0,27,,,,,,,,,
958442,0.0017906555190568255,0.004999999999999999,27,27,0.003185185185185185,0.0025,1.335185185185185e-05,6.25e-06,27.0,0.002288449316024319,0.0015,0.002218869451544834,0.9259259259259259
540210,,,0,27,,,,,,,,,
540230,,,0,27,,,,,,,,,
540213,,,0,27,,,,,,,,,
540222,,,0,27,,,,,,,,,
1106713,,,0,27,,,,,,,,,
540228,,,0,27,,,,,,,,,
540206,,,0,27,,,,,,,,,
1092199,,,0,27,,,,,,,,,
540212,,,0,27,,,,,,,,,
540229,,,0,27,,,,,,,,,
1269423,,,0,27,,,,,,,,,
1192781,,,0,27,,,,,,,,,
1144023,,,0,27,,,,,,,,,
1303355,,,0,27,,,,,,,,,
704339,,,0,27,,,,,,,,,
1082748,,,0,27,,,,,,,,,
1386664,,,0,27,,,,,,,,,
1473040,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1423580,,,0,27,,,,,,,,,
1328039,,,0,27,,,,,,,,,
569426,,,0,27,,,,,,,,,
569437,,,0,27,,,,,,,,,
1320793,,,0,27,,,,,,,,,
540227,,,0,27,,,,,,,,,
1335520,,,0,27,,,,,,,,,
1386659,,,0,27,,,,,,,,,
994900,,,0,27,,,,,,,,,
1467766,0.1001918564219591,0.30100000000000005,27,27,0.13340740740740736,0.1444999999999999,0.027835944444444396,0.0208802499999999,27.0,0.03269077569627465,0.032352941176470584,-0.005402385670364494,0.3333333333333333
1405325,,,0,27,,,,,,,,,
1235517,,,0,27,,,,,,,,,
540234,,,0,27,,,,,,,,,
1273610,,,0,27,,,,,,,,,
540214,,,0,27,,,,,,,,,
1386662,,,0,27,,,,,,,,,
1386657,,,0,27,,,,,,,,,
1175504,,,0,27,,,,,,,,,
1219725,,,0,27,,,,,,,,,
1308327,,,0,27,,,,,,,,,
666860,0.0003600411499115478,0.001,27,27,0.0006666666666666668,0.0005,5.740740740740741e-07,2.5e-07,27.0,0.0006666666666666668,0.0005,0.0006666666666666668,1.0
1082749,,,0,27,,,,,,,,,
1082781,,,0,27,,,,,,,,,
1386656,,,0,27,,,,,,,,,
1174854,,,0,27,,,,,,,,,
1516204,0.00043822813208145307,0.001,27,27,0.0007592592592592593,0.0005,7.685185185185185e-07,2.5e-07,27.0,0.0007592592592592593,0.0005,0.0007592592592592593,1.0
1174855,,,0,27,,,,,,,,,
1455604,0.2918877997695707,0.9125,27,27,0.5197222222222222,0.56,0.3553096759259259,0.3136,27.0,0.05229521086187563,0.05166666666666664,0.02198561676277695,0.5925925925925926
1168862,,,0,27,,,,,,,,,
1386650,,,0,27,,,,,,,,,
1219722,,,0,27,,,,,,,,,
1391203,,,0,27,,,,,,,,,
1111834,,,0,27,,,,,,,,,
516710,,,0,27,,,,,,,,,
1335034,,,0,27,,,,,,,,,
540226,,,0,27,,,,,,,,,
1094682,,,0,27,,,,,,,,,
916440,,,0,27,,,,,,,,,
1209706,,,0,27,,,,,,,,,
1116482,,,0,27,,,,,,,,,
540211,,,0,27,,,,,,,,,
701290,0.00026189140043946207,0.001,27,27,0.0005740740740740741,0.0005,3.981481481481482e-07,2.5e-07,27.0,0.0005740740740740741,0.0005,0.0005740740740740741,1.0
1386661,,,0,27,,,,,,,,,
1360603,,,0,27,,,,,,,,,
1174856,,,0,27,,,,,,,,,
1473072,0.0009442628728875535,0.0050000000000000044,27,27,0.0006851851851850853,0.0004999999999999,1.3611111111110375e-06,2.4999999999994493e-07,27.0,0.0006851851851851303,0.0004999999999999449,-0.0006851851851851303,0.0
1384029,,,0,27,,,,,,,,,
1138265,,,0,27,,,,,,,,,
540235,,,0,27,,,,,,,,,
1193623,,,0,27,,,,,,,,,
1273609,,,0,27,,,,,,,,,
1739838,0.0073076923076923145,0.020000000000000018,26,27,0.29846153846153844,0.3,0.08913269230769226,0.09002499999999994,26.0,0.05857172327306184,0.06039201710620101,-0.05857172327306184,0.0
1739839,0.0,0.0,20,27,0.275,0.275,0.075625,0.075625,20.0,0.04697454357082933,0.04507575757575755,0.04697454357082933,1.0
1352590,,,0,27,,,,,,,,,
1678319,0.003552467795046443,0.009999999999999953,27,27,0.5935185185185184,0.595,0.3522768518518518,0.354025,27.0,0.022781708098132156,0.013604651162790693,-0.01828087278754682,0.2962962962962963
540207,,,0,27,,,,,,,,,
1175378,,,0,27,,,,,,,,,
1477563,0.0027125679146074895,0.009000000000000001,27,27,0.004888888888888889,0.004,3.125925925925926e-05,1.6e-05,27.0,0.002661258260366897,0.0025,0.0022128608654929335,0.8888888888888888
1271400,,,0,27,,,,,,,,,
540224,,,0,27,,,,,,,,,
1116472,,,0,27,,,,,,,,,
540215,,,0,27,,,,,,,,,
569428,,,0,27,,,,,,,,,
540218,,,0,27,,,,,,,,,
1303357,,,0,27,,,,,,,,,
1367169,,,0,27,,,,,,,,,
569431,,,0,27,,,,,,,,,
1473066,0.001011592613610938,0.004999999999999999,27,27,0.0012037037037037038,0.0015,2.4722222222222222e-06,2.25e-06,27.0,0.0010264930001772107,0.0007153110047846889,0.0010264930001772107,1.0
1358314,,,0,27,,,,,,,,,
1138269,,,0,27,,,,,,,,,
1082793,,,0,27,,,,,,,,,
1198709,0.0006849348892187752,0.003,27,27,0.0009444444444444445,0.0005,1.361111111111111e-06,2.5e-07,27.0,0.0008623958887116782,0.0005,0.0007672337409179515,0.9629629629629629
1154327,,,0,27,,,,,,,,,
1157513,,,0,27,,,,,,,,,
1363649,,,0,27,,,,,,,,,
569438,,,0,27,,,,,,,,,
1102112,,,0,27,,,,,,,,,
956450,,,0,27,,,,,,,,,
1111915,,,0,27,,,,,,,,,
1509243,0.004996569467863724,0.010000000000000009,27,27,0.23981481481481481,0.235,0.05753611111111101,0.0552249999999999,27.0,0.06914118244896673,0.06261904761904769,0.06856879187657616,0.9629629629629629
527079,,,0,27,,,,,,,,,
1467765,0.05022209931155068,0.1865,27,27,0.132,0.137,0.019946259259259223,0.018769,27.0,0.05372982414982715,0.05010975609756097,-0.030569652033280333,0.2962962962962963
1112525,,,0,27,,,,,,,,,
1175524,,,0,27,,,,,,,,,
1303353,,,0,27,,,,,,,,,
540237,,,0,27,,,,,,,,,
1467763,0.016921650323093916,0.053500000000000006,27,27,0.02648148148148148,0.0175,0.0009876111111110778,0.00030625,27.0,0.011440850869352048,0.010285714285714287,0.009550843297494926,0.8148148148148148
540220,,,0,27,,,,,,,,,
1345641,,,0,27,,,,,,,,,
569433,,,0,27,,,,,,,,,
1581306,0.007054024330781632,0.028999999999999998,27,27,0.015833333333333335,0.0135,0.00030045370370367406,0.0001822499999999,27.0,0.00961576716961812,0.0085,0.0086303546471212,0.9259259259259259
1130345,,,0,27,,,,,,,,,
1335027,,,0,27,,,,,,,,,
1405322,,,0,27,,,,,,,,,
1354820,,,0,27,,,,,,,,,
1688392,0.004566232594791839,0.010000000000000009,27,27,0.45796296296296296,0.455,0.20975092592592592,0.207025,27.0,0.01723000253808595,0.015588235294117625,-0.0022988479734670445,0.4074074074074074
540233,,,0,27,,,,,,,,,
1303384,,,0,27,,,,,,,,,
801289,,,0,27,,,,,,,,,
920389,,,0,27,,,,,,,,,
1367168,,,0,27,,,,,,,,,
1473074,0.01792619375373843,0.0975,27,27,0.008851851851851852,0.0055,0.00039970370370369254,3.025e-05,27.0,0.003289072697187209,0.002313953488372093,0.0030321399072887035,0.8888888888888888
801288,,,0,27,,,,,,,,,
1339837,,,0,27,,,,,,,,,
1303400,,,0,27,,,,,,,,,
1782751,5.551115123125783e-17,0.0,27,27,0.475,0.475,0.225625,0.225625,27.0,0.014776738231286167,0.012815126050420123,-0.0048909149465939696,0.37037037037037035
1871367,0.0,0.0,26,27,0.265,0.265,0.070225,0.070225,26.0,0.050426261972420096,0.0432579185520362,-0.04905633975980125,0.038461538461538464
1345690,,,0,27,,,,,,,,,
540219,,,0,27,,,,,,,,,
569436,,,0,27,,,,,,,,,
1082757,,,0,27,,,,,,,,,
569435,,,0,27,,,,,,,,,
1111919,,,0,27,,,,,,,,,
923041,,,0,27,,,,,,,,,
1243248,,,0,27,,,,,,,,,
1082777,,,0,27,,,,,,,,,
1236230,,,0,27,,,,,,,,,
1427156,,,0,27,,,,,,,,,
1299670,,,0,27,,,,,,,,,
1354427,,,0,27,,,,,,,,,
1082796,,,0,27,,,,,,,,,
1753593,0.0050000000000000044,0.010000000000000009,20,27,0.25,0.25,0.06252499999999996,0.06252499999999994,20.0,0.04789435294265289,0.042084318360914086,-0.047444985854045295,0.05
1515775,0.10861960593220242,0.4265,27,27,0.39135185185185184,0.3585,0.1649544907407407,0.1285222499999999,27.0,0.03775613908186245,0.03211111111111109,-0.015671537813660572,0.37037037037037035
1388774,,,0,27,,,,,,,,,
1276989,,,0,27,,,,,,,,,
1294616,,,0,27,,,,,,,,,
1427152,,,0,27,,,,,,,,,
1321388,,,0,27,,,,,,,,,
1114728,,,0,27,,,,,,,,,
1157310,,,0,27,,,,,,,,,
1116452,,,0,27,,,,,,,,,
1473075,0.00277308245145702,0.015,27,27,0.0017962962962962963,0.0015,1.0916666666662963e-05,2.25e-06,27.0,0.0015135069851165068,0.0015,0.0014654049411638405,0.9629629629629629
1168265,,,0,27,,,,,,,,,
1713160,0.0,0.0,27,27,0.5549999999999999,0.5549999999999999,0.3080249999999999,0.3080249999999999,27.0,0.01697868873346955,0.013965517241379344,-0.007690055585988998,0.3333333333333333
569440,,,0,27,,,,,,,,,
1806939,0.010553930999092605,0.04000000000000001,27,27,0.24314814814814814,0.245,0.05923240740740733,0.0600249999999999,27.0,0.0560361457906684,0.05626213592233009,-0.0560361457906684,0.0
1473042,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1370420,,,0,27,,,,,,,,,
540232,,,0,27,,,,,,,,,
1231388,,,0,27,,,,,,,,,
1299962,,,0,27,,,,,,,,,
1407890,,,0,27,,,,,,,,,
1116464,,,0,27,,,,,,,,,
1130334,,,0,27,,,,,,,,,
1716627,0.009910435674266417,0.030000000000000027,27,27,0.45092592592592595,0.455,0.20343240740740742,0.207025,27.0,0.014545022695248195,0.013275862068965527,0.00015366636648995243,0.4444444444444444
1277549,,,0,27,,,,,,,,,
1116492,,,0,27,,,,,,,,,
540209,,,0,27,,,,,,,,,
1089757,,,0,27,,,,,,,,,
1209703,,,0,27,,,,,,,,,
1345279,,,0,27,,,,,,,,,
1407870,,,0,27,,,,,,,,,
1223258,,,0,27,,,,,,,,,
569424,,,0,27,,,,,,,,,
1275259,,,0,27,,,,,,,,,
1138286,,,0,27,,,,,,,,,
1082772,,,0,27,,,,,,,,,
1273937,,,0,27,,,,,,,,,
1333607,,,0,27,,,,,,,,,
1282673,,,0,27,,,,,,,,,
1190382,,,0,27,,,,,,,,,
1394368,0.017689092064097755,0.0645,27,27,0.04385185185185185,0.041,0.0022358888888888667,0.001681,27.0,0.011261302018917388,0.008038461538461536,0.006563651140881976,0.6296296296296297
1682614,0.02103788469862388,0.08500000000000002,27,27,0.52,0.525,0.2708425925925925,0.275625,27.0,0.01551360488078324,0.015487804878048794,-0.005775785340612078,0.37037037037037035
1367167,,,0,27,,,,,,,,,
1742621,0.054912950191784736,0.175,27,27,0.4111111111111111,0.395,0.17202777777777775,0.156025,27.0,0.023803706168322076,0.024090909090909052,0.014051017000823222,0.7777777777777778
555793,,,0,27,,,,,,,,,
1303403,,,0,27,,,,,,,,,
1358766,,,0,27,,,,,,,,,
1656256,0.0009615384615384625,0.0050000000000000044,26,27,0.3751923076923077,0.375,0.1407701923076923,0.140625,26.0,0.022857570814158443,0.017631103074141036,-0.021294328199408356,0.15384615384615385
1183294,,,0,27,,,,,,,,,
1175548,,,0,27,,,,,,,,,
1311959,,,0,27,,,,,,,,,
1473060,0.00018885257457751056,0.001,27,27,0.000537037037037037,0.0005,3.2407407407407406e-07,2.5e-07,27.0,0.000537037037037037,0.0005,0.000537037037037037,1.0
1227786,,,0,27,,,,,,,,,
1154328,,,0,27,,,,,,,,,
1405319,,,0,27,,,,,,,,,
1385457,,,0,27,,,,,,,,,
1466575,0.005057963068054689,0.014499999999999999,27,27,0.02201851851851852,0.021,0.0005103981481481223,0.000441,27.0,0.01254203914668142,0.012411764705882351,0.010232699944506209,0.7407407407407407
1282667,,,0,27,,,,,,,,,
1466150,0.002361528648629747,0.006,27,27,0.008185185185185186,0.008,7.257407407405185e-05,6.4e-05,27.0,0.0033206186908908554,0.0031456310679611656,0.0029984755296672337,0.8888888888888888
1333630,,,0,27,,,,,,,,,
1687407,0.0035524677950464624,0.010000000000000009,27,27,0.6264814814814814,0.625,0.3924916666666667,0.390625,27.0,0.02350982076767956,0.020939086294416265,-0.022604414809306816,0.1111111111111111
1373941,,,0,27,,,,,,,,,
1383975,,,0,27,,,,,,,,,
1776286,0.021311588712319685,0.08999999999999997,27,27,0.557037037037037,0.565,0.3107444444444444,0.3192249999999999,27.0,0.02538937810006672,0.022446808510638294,0.019830073055008567,0.7407407407407407
1293074,,,0,27,,,,,,,,,
1385443,,,0,27,,,,,,,,,
1698788,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1082801,,,0,27,,,,,,,,,
1288111,,,0,27,,,,,,,,,
1806932,0.027193862778934246,0.08499999999999996,27,27,0.5872222222222222,0.595,0.34556944444444443,0.354025,27.0,0.01983219483122976,0.018333333333333313,0.008355837522128663,0.7407407407407407
1169205,,,0,27,,,,,,,,,
1516203,0.0007119401032126329,0.003,27,27,0.0017407407407407408,0.0015,3.537037037037037e-06,2.25e-06,27.0,0.00154616666279701,0.0015,0.0014538333372029902,0.9259259259259259
1537552,0.013540064007726598,0.06499999999999999,27,27,0.87,0.875,0.7570833333333333,0.765625,27.0,0.07553510865146294,0.08833333333333335,-0.07553510865146294,0.0
1131899,,,0,27,,,,,,,,,
1385748,0.002078698548207745,0.007000000000000001,27,27,0.006611111111111111,0.0065,4.802777777777778e-05,4.225e-05,27.0,0.0024141312050126856,0.0022606635071090045,0.0016448600093850474,0.6666666666666666
1130326,,,0,27,,,,,,,,,
1753632,0.004358898943540666,0.019999999999999962,20,27,0.664,0.665,0.44091499999999995,0.442225,20.0,0.06134217735340235,0.05530866246266178,-0.06134217735340235,0.0
1687801,0.004157397096415495,0.020000000000000018,27,27,0.5361111111111112,0.535,0.2874324074074074,0.286225,27.0,0.022574128674599663,0.025975609756097584,0.012685107038153303,0.7037037037037037
1129082,,,0,27,,,,,,,,,
1110848,,,0,27,,,,,,,,,
1265645,,,0,27,,,,,,,,,
1164917,,,0,27,,,,,,,,,
1307721,,,0,27,,,,,,,,,
920396,,,0,27,,,,,,,,,
1367166,,,0,27,,,,,,,,,
1155784,,,0,27,,,,,,,,,
1375483,,,0,27,,,,,,,,,
1303381,,,0,27,,,,,,,,,
1345680,,,0,27,,,,,,,,,
1742598,0.028761590375582236,0.15000000000000002,27,27,0.4207407407407407,0.425,0.17784999999999995,0.1806249999999999,27.0,0.024544821456751055,0.021818181818181848,-0.0066279898401489,0.4444444444444444
1784570,0.0035524677950464624,0.010000000000000009,27,27,0.5535185185185184,0.5549999999999999,0.30639537037037023,0.3080249999999999,27.0,0.016237947992728808,0.013965517241379344,-0.006208574104507515,0.3333333333333333
1379932,,,0,27,,,,,,,,,
1317179,,,0,27,,,,,,,,,
1473053,0.00018885257457751056,0.001,27,27,0.000537037037037037,0.0005,3.2407407407407406e-07,2.5e-07,27.0,0.000537037037037037,0.0005,0.000537037037037037,1.0
676716,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1397636,,,0,27,,,,,,,,,
1110851,,,0,27,,,,,,,,,
1313420,,,0,27,,,,,,,,,
1277545,,,0,27,,,,,,,,,
1397649,,,0,27,,,,,,,,,
1317739,,,0,27,,,,,,,,,
1273936,,,0,27,,,,,,,,,
1326267,,,0,27,,,,,,,,,
1704224,0.026671810203539016,0.14500000000000002,27,27,0.4968518518518518,0.505,0.24757314814814815,0.255025,27.0,0.008482793898615835,0.008069306930693076,-9.644963569563861e-05,0.5925925925925926
1170088,,,0,27,,,,,,,,,
1032303,,,0,27,,,,,,,,,
1345270,,,0,27,,,,,,,,,
1170143,0.00018885257457751056,0.001,27,27,0.000537037037037037,0.0005,3.2407407407407406e-07,2.5e-07,27.0,0.000537037037037037,0.0005,0.000537037037037037,1.0
1303410,,,0,27,,,,,,,,,
1310506,,,0,27,,,,,,,,,
1367165,,,0,27,,,,,,,,,
1473063,0.00026189140043946207,0.001,27,27,0.0005740740740740741,0.0005,3.981481481481482e-07,2.5e-07,27.0,0.0005740740740740741,0.0005,0.0005740740740740741,1.0
1760810,0.018699119350169394,0.07,27,27,0.3985185185185185,0.395,0.15916666666666668,0.156025,27.0,0.01674954782755584,0.013099173553719035,-0.010157644766760322,0.3333333333333333
1360604,,,0,27,,,,,,,,,
1294628,,,0,27,,,,,,,,,
1791549,0.009700593224969486,0.050000000000000044,27,27,0.39351851851851855,0.395,0.15495092592592594,0.156025,27.0,0.024933424463459017,0.024638554216867448,0.018104019797109034,0.8148148148148148
1303358,,,0,27,,,,,,,,,
1704239,0.018522221851925924,0.06000000000000005,27,27,0.5220370370370371,0.51,0.2728657407407407,0.2601,27.0,0.019878747026255913,0.010237304224015198,0.016438416883101277,0.8518518518518519
1093236,,,0,27,,,,,,,,,
540223,,,0,27,,,,,,,,,
1500851,0.004566232594791838,0.010000000000000009,27,27,0.4620370370370371,0.465,0.21349907407407406,0.216225,27.0,0.016968115156485,0.013632478632478628,-0.003997567743353036,0.37037037037037035
1499345,0.01026734538935489,0.02999999999999997,27,27,0.41962962962962963,0.42,0.1761944444444444,0.1763999999999999,27.0,0.025483270494737063,0.023979591836734704,-0.007639037330939402,0.48148148148148145
1299961,,,0,27,,,,,,,,,
1392394,,,0,27,,,,,,,,,
1499370,0.0056655772373253215,0.020000000000000018,27,27,0.5472222222222223,0.545,0.29948425925925926,0.297025,27.0,0.027305333801485906,0.03007462686567164,0.013581906576667148,0.6666666666666666
1082763,,,0,27,,,,,,,,,
1235514,,,0,27,,,,,,,,,
1691456,0.009387993967138209,0.04000000000000001,27,27,0.1537037037037037,0.155,0.023712962962962963,0.024025,27.0,0.07070901424262205,0.07198113207547172,-0.07070901424262205,0.0
1237456,,,0,27,,,,,,,,,
1293054,,,0,27,,,,,,,,,
1258607,,,0,27,,,,,,,,,
1473078,0.0003777051491550211,0.002,27,27,0.0005740740740740741,0.0005,4.722222222222222e-07,2.5e-07,27.0,0.0005740740740740741,0.0005,0.0005740740740740741,1.0
1377048,,,0,27,,,,,,,,,
1232543,,,0,27,,,,,,,,,
1293077,,,0,27,,,,,,,,,
1129079,,,0,27,,,,,,,,,
1684991,0.003142696805273547,0.010000000000000009,27,27,0.2538888888888889,0.255,0.06446944444444444,0.065025,27.0,0.045994254238454345,0.041296296296296275,-0.04541581062630287,0.037037037037037035
1294617,,,0,27,,,,,,,,,
583627,,,0,27,,,,,,,,,
1385466,,,0,27,,,,,,,,,
658945,0.0012174429565847123,0.006500000000000006,27,27,0.13890740740740742,0.139,0.01929675,0.019321,27.0,0.06341529800499118,0.07087654320987652,-0.061926630232741316,0.037037037037037035
1082753,,,0,27,,,,,,,,,
1299004,,,0,27,,,,,,,,,
1360606,,,0,27,,,,,,,,,
1207214,,,0,27,,,,,,,,,
1319597,,,0,27,,,,,,,,,
1116442,,,0,27,,,,,,,,,
1082805,,,0,27,,,,,,,,,
569430,,,0,27,,,,,,,,,
1277190,,,0,27,,,,,,,,,
1383993,,,0,27,,,,,,,,,
569434,,,0,27,,,,,,,,,
1367164,,,0,27,,,,,,,,,
1602245,0.002078698548207747,0.010000000000000009,27,27,0.45444444444444443,0.455,0.20652407407407405,0.207025,27.0,0.016930630652906623,0.015588235294117625,-0.000167541724091971,0.48148148148148145
1324677,,,0,27,,,,,,,,,
1354425,,,0,27,,,,,,,,,
569439,,,0,27,,,,,,,,,
1293056,,,0,27,,,,,,,,,
1241976,,,0,27,,,,,,,,,
1223261,,,0,27,,,,,,,,,
1198451,,,0,27,,,,,,,,,
1258604,,,0,27,,,,,,,,,
1515806,0.007718868620765383,0.024,27,27,0.012240740740740741,0.0105,0.00020941666666665927,0.00011025,27.0,0.007029590706084395,0.0051524064171123,0.006650802151070588,0.7777777777777778
1269698,,,0,27,,,,,,,,,
1337788,,,0,27,,,,,,,,,
1282286,,,0,27,,,,,,,,,
1686946,5.551115123125783e-17,0.0,27,27,0.285,0.285,0.0812249999999999,0.0812249999999999,27.0,0.0707276660487937,0.07611111111111113,-0.0707276660487937,0.0
1006469,,,0,27,,,,,,,,,
1193592,,,0,27,,,,,,,,,
583628,,,0,27,,,,,,,,,
1392408,,,0,27,,,,,,,,,
1472026,0.012487304938876457,0.05449999999999999,27,27,0.03425925925925926,0.032,0.0013296296296296073,0.001024,27.0,0.010599173732680982,0.00781632653061224,0.003225971885443809,0.5185185185185185
1145118,,,0,27,,,,,,,,,
1271333,,,0,27,,,,,,,,,
540217,,,0,27,,,,,,,,,
1377045,,,0,27,,,,,,,,,
1456058,0.005543196128553992,0.020000000000000018,27,27,0.6287037037037038,0.625,0.3952990740740741,0.390625,27.0,0.04014548595622226,0.03833333333333333,0.03904419073727999,0.8888888888888888
1237452,,,0,27,,,,,,,,,
1303397,,,0,27,,,,,,,,,
1143453,,,0,27,,,,,,,,,
1277543,,,0,27,,,,,,,,,
1407880,,,0,27,,,,,,,,,
1333617,,,0,27,,,,,,,,,
948955,0.00018885257457751056,0.001,27,27,0.000537037037037037,0.0005,3.2407407407407406e-07,2.5e-07,27.0,0.000537037037037037,0.0005,0.000537037037037037,1.0
1303377,,,0,27,,,,,,,,,
1791537,0.04753815881173645,0.275,27,27,0.6972222222222222,0.705,0.4883787037037037,0.4970249999999999,27.0,0.0335989239537405,0.03285714285714292,0.030647749699673568,0.8518518518518519
1427154,,,0,27,,,,,,,,,
1402328,,,0,27,,,,,,,,,
1102121,,,0,27,,,,,,,,,
1388793,,,0,27,,,,,,,,,
1104767,,,0,27,,,,,,,,,
1682607,0.02217742398094799,0.07499999999999996,27,27,0.7037037037037037,0.7150000000000001,0.49569074074074077,0.5112250000000002,27.0,0.06998361365226775,0.07763736263736265,-0.06998361365226775,0.0
1691449,0.0251142792713551,0.09999999999999992,27,27,0.4787037037037037,0.475,0.22978796296296292,0.225625,27.0,0.019577517760115064,0.01628205128205129,0.012825713564199485,0.6666666666666666
1271339,,,0,27,,,,,,,,,
1704252,0.02181258241737272,0.12,27,27,0.14962962962962964,0.15,0.022864814814814814,0.0225,27.0,0.0664222752099935,0.06948979591836735,-0.06605190483962313,0.037037037037037035
1294627,,,0,27,,,,,,,,,
1326285,,,0,27,,,,,,,,,
583629,,,0,27,,,,,,,,,
1258612,,,0,27,,,,,,,,,
1223255,,,0,27,,,,,,,,,
1198499,,,0,27,,,,,,,,,
1175547,,,0,27,,,,,,,,,
1388016,,,0,27,,,,,,,,,
1335519,,,0,27,,,,,,,,,
1313448,,,0,27,,,,,,,,,
1473043,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1397658,,,0,27,,,,,,,,,
663850,,,0,27,,,,,,,,,
1661992,0.010974468437058552,0.04999999999999993,27,27,0.5190740740740741,0.515,0.2695583333333333,0.265225,27.0,0.013965662319714068,0.011793002915451933,0.0106933790474308,0.9259259259259259
1307713,,,0,27,,,,,,,,,
1116860,,,0,27,,,,,,,,,
1277193,,,0,27,,,,,,,,,
1326282,,,0,27,,,,,,,,,
1294626,,,0,27,,,,,,,,,
1381696,,,0,27,,,,,,,,,
1473057,0.00026189140043946207,0.001,27,27,0.0005740740740740741,0.0005,3.981481481481482e-07,2.5e-07,27.0,0.0005740740740740741,0.0005,0.0005740740740740741,1.0
1167607,,,0,27,,,,,,,,,
1303406,,,0,27,,,,,,,,,
1213413,,,0,27,,,,,,,,,
1716620,0.014867960230865965,0.08000000000000002,27,27,0.4224074074074074,0.42,0.17864907407407402,0.1763999999999999,27.0,0.02362045944303754,0.01993670886075949,-0.008866077379117675,0.4074074074074074
1265640,,,0,27,,,,,,,,,
676714,0.00015713484026367723,0.0005,27,27,0.0005555555555555556,0.0005,3.3333333333333335e-07,2.5e-07,27.0,0.0005555555555555556,0.0005,0.0005555555555555556,1.0
1662009,0.011166528467912088,0.034999999999999976,27,27,0.3411111111111111,0.345,0.11648148148148144,0.1190249999999999,27.0,0.037717362297145535,0.030000000000000027,-0.03546369550241593,0.18518518518518517
1672184,0.007200822998230949,0.039999999999999925,27,27,0.20833333333333323,0.2099999999999999,0.04345462962962953,0.0440999999999999,27.0,0.052558495514802905,0.04714285714285715,0.039606755896396624,0.8148148148148148
1742613,0.012458435697447529,0.07,27,27,0.24851851851851853,0.245,0.06191666666666659,0.0600249999999999,27.0,0.04404282299874131,0.04086206896551725,-0.04313151487651014,0.07407407407407407
1143460,,,0,27,,,,,,,,,
1024583,,,0,27,,,,,,,,,
1392402,,,0,27,,,,,,,,,
1136375,,,0,27,,,,,,,,,
1806928,0.02224998266055645,0.07000000000000006,27,27,0.49777777777777776,0.485,0.24827777777777774,0.235225,27.0,0.017891938689994755,0.0164304291287386,-0.0006565188287192671,0.4444444444444444
1299001,,,0,27,,,,,,,,,
1138587,,,0,27,,,,,,,,,
1335518,,,0,27,,,,,,,,,
613841,0.0004374448818895451,0.001,27,27,0.0008888888888888889,0.0005,9.814814814814816e-07,2.5e-07,27.0,0.0008888888888888889,0.0005,0.0008888888888888889,1.0
1082754,,,0,27,,,,,,,,,
1345276,,,0,27,,,,,,,,,
540221,,,0,27,,,,,,,,,
1213405,,,0,27,,,,,,,,,
1277542,,,0,27,,,,,,,,,
896781,,,0,27,,,,,,,,,
1402317,,,0,27,,,,,,,,,
1691455,0.01957890020745122,0.065,27,27,0.25333333333333335,0.245,0.06456111111111103,0.0600249999999999,27.0,0.04596090428089817,0.03673913043478261,-0.04562803977081847,0.037037037037037035
1307699,,,0,27,,,,,,,,,
1776297,0.028394390759651767,0.09999999999999998,27,27,0.40759259259259256,0.415,0.16693796296296293,0.172225,27.0,0.025125372932337683,0.018476702508960496,0.00035009507307194035,0.5185185185185185
1353269,,,0,27,,,,,,,,,
540208,,,0,27,,,,,,,,,
1182905,,,0,27,,,,,,,,,
1258586,,,0,27,,,,,,,,,
